ID,Locality,Assemblage,GeoLayer.Name,Country,Locality.Type,X,Y,Technocomplex,Geostrat..Info..age.min,Geostrat..Info..age.max,Geostrat..Info..correlation,Geostrat..Info..mis,NISP.Sum.class.Mammalia,NISP.Sum.order.Rodentia,NISP.Sum.family.Anatidae,Alces_NISP,Bison_NISP,Bos_NISP,Canis_NISP,Capra_NISP,Capreolus_NISP,Cervus_NISP,Coelodonta_NISP,Dama_NISP,Equus_NISP,Mammuthus_NISP,Megaloceros_NISP,Ovibos_NISP,Ovis_NISP,Palaeoloxodon_NISP,Rangifer_NISP,Saiga_NISP,Stephanorhinus_NISP,Sus_NISP,Ursus_NISP,Panthera_NISP,meanage,sdage,totalNISP,millie,RD_Suitability
970,Denisova East chamber,Denisova East chamber Layer 11.2 Fauna,Denisova East chamber layer 11.2,Russia,cave,84.6775,51.3976,,49000,69000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,2162,1024,NA,0,0.10193,0,0.07206,0.22232,0.0246,0.02373,0.01406,0,0.0949,0.00264,0.00351,0,0.14148,0,0.00264,0.00967,0,0.0167,0.00439,0.00264,63000,1,1138,63000,0.51242739
971,Denisova East chamber,Denisova East chamber Layer 11.3 Fauna,Denisova East chamber layer 11.3,Russia,cave,84.6775,51.3976,,62000,89000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,1816,623,NA,0.00084,0.08131,0,0.05365,0.19866,0.03856,0.03604,0.03688,0,0.11819,0.0109,0.00419,0,0.11987,0,0.00084,0.02431,0,0.04023,0.01006,0,70000,1,1193,70000,NA
972,Denisova East chamber,Denisova East chamber Layer 11.4 Fauna,Denisova East chamber layer 11.4,Russia,cave,84.6775,51.3976,,94000,131000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,1166,556,NA,0.00164,0.08197,0,0.07541,0.14918,0.04754,0.0459,0.03115,0,0.10492,0.01475,0.0082,0,0.0918,0,0,0.01311,0,0.02131,0,0.00328,105000,1,610,105000,NA
973,Denisova East chamber,Denisova East chamber Layer 12.1 Fauna,Denisova East chamber layer 12.1,Russia,cave,84.6775,51.3976,,109000,131000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,582,483,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,1,99,120000,NA
974,Denisova East chamber,Denisova East chamber Layer 12.2 Fauna,Denisova East chamber layer 12.2,Russia,cave,84.6775,51.3976,,128000,140000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,401,346,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129000,1,55,129000,NA
975,Denisova East chamber,Denisova East chamber Layer 12.3 Fauna,Denisova East chamber layer 12.3,Russia,cave,84.6775,51.3976,,131000,151000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,689,618,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141000,0.999999998,71,141000,NA
976,Denisova East chamber,Denisova East chamber Layer 13 Fauna,Denisova East chamber layer 13,Russia,cave,84.6775,51.3976,,135000,171000,"IRSL (infrared stimulated luminescence) dating, IRSL post-IR (post-infrared infrared stimulated luminescence) dating, OSL (optically stimulated thermoluminescence) dating",NA,2022,1666,NA,0,0.03371,0,0.04775,0.10955,0.01685,0.01124,0.03933,0,0.07584,0.00562,0,0,0.07584,0,0,0.00843,0,0.00562,0.00281,0,156000,0.998323462,356,156000,NA
1040,Dzudzuana Cave,Dzudzuana Cave Unit C Fauna,Unit C,Georgia,cave,43.316331,42.31259,UP/ Upper Paleolithic - Eurasia,19620,25870,14C (radiocarbon) dating,NA,700,0,NA,0,0.01286,0,0,0.39714,0,0.01857,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,25273,1,700,25000,0.552787364
1041,Dzudzuana Cave,Dzudzuana Cave Unit D Fauna,Unit D,Georgia,cave,43.316331,42.31259,UP/ Upper Paleolithic - Eurasia,26060,30460,14C (radiocarbon) dating,NA,113,0,NA,0,0.00885,0,0,0.61947,0,0,0,0,0.00885,0,0,0,0,0,0,0,0,0.00885,0,0,31182,1,113,31000,0.436125815
1044,Dzudzuana Cave,Dzudzuana Cave Unit C upper area Fauna,Unit C,Georgia,cave,43.316331,42.31259,UP/ Upper Paleolithic - Eurasia,19620,25870,14C (radiocarbon) dating,NA,86,0,NA,0,0.03488,0,0,0.27907,0,0.05814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25273,1,86,25000,0.552787364
1085,El Castillo,El Castillo Exc. 1910-14 Unit 12 fauna,Unit 12,Spain,cave,-3.966,43.292,,11780,41100,geology (based on position of layers),NA,605,0,NA,0,0,0,0,0.07438,0.00496,0.35207,0,0,0.52727,0,0,0,0,0,0,0,0.00165,0.00331,0.00331,0.00661,30108,1,605,30000,0.715884507
1087,El Castillo,El Castillo Exc. 1910-14 Unit 14 fauna,Unit 14,Spain,cave,-3.966,43.292,,11780,41100,geology (based on position of layers),NA,497,0,NA,0,0,0.00201,0.02012,0.30584,0.03622,0.32394,0,0,0.15895,0,0.00402,0,0,0,0,0,0.02012,0.02616,0.02616,0.01408,34260,1,497,34000,0.671269596
1088,El Castillo,El Castillo Exc. 1910-14 Unit 16 fauna,Unit 16,Spain,cave,-3.966,43.292,,11780,41100,geology (based on position of layers),NA,22,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42545,1,22,43000,0.654127955
1089,El Castillo,El Castillo Exc. 1910-14 Unit 18 fauna,Unit 18,Spain,cave,-3.966,43.292,,32100,41100,"14C (radiocarbon) dating, ESR (electron spin resonance) dating",NA,160,0,NA,0,0,0,0,0,0,0.01875,0,0,0.98125,0,0,0,0,0,0,0,0,0,0,0,42952,0.999803718,160,43000,0.654127955
1090,El Castillo,El Castillo Exc. 1910-14 Unit 19 fauna,Unit 19,Spain,cave,-3.966,43.292,,32100,41100,geology (based on position of layers),NA,55,0,NA,0,0,0,0,0,0,0.96364,0,0,0.01818,0,0,0,0,0,0,0,0,0,0,0,47000,1,55,47000,0.639112353
1091,El Castillo,El Castillo Exc. 1910-14 Unit 20 fauna,Unit 20,Spain,cave,-3.966,43.292,,36300,46200,"14C (radiocarbon) dating, ESR (electron spin resonance) dating",NA,157,0,NA,0,0,0,0,0,0.01274,0,0,0,0.98726,0,0,0,0,0,0,0,0,0,0,0,178998,0.996670372,157,179000,NA
1092,El Castillo,El Castillo Exc. 1910-14 Unit 21 fauna,Unit 21,Spain,cave,-3.966,43.292,,59800,78400,ESR (electron spin resonance) dating,NA,40,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63448,0.999999987,40,63000,0.653914392
1093,El Castillo,El Castillo Exc. 1910-14 Unit 22 fauna,Unit 22,Spain,cave,-3.966,43.292,,60700,80000,ESR (electron spin resonance) dating,NA,1213,0,NA,0,0,0,0,0,0,0.01649,0,0,0.92333,0,0,0,0,0,0,0,0,0,0,0,77679,0.999999987,1213,78000,NA
1097,El Salt,El Salt Fauna Unidad D Layer Xb,Unidad D,Spain,cave,-0.383,39.655,MP/ Middle Paleolithic - Eurasia,44400,56900,"TL (thermoluminescence) dating, archaeological (cultural) stratigraphy",NA,724,157,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52300,1,567,52000,0.143874079
1203,Fumane,Fumane Unit A6 Fauna,Unit A5-A6,Italy,cave,10.905175,45.591867,MP/ Mousterian - Eurasia,43600,44800,"14C (radiocarbon) dating, ESR (electron spin resonance) dating, TL (thermoluminescence) dating, U series (uranium-thorium) dating",NA,248,0,NA,0.02016,0,0,0.00806,0.12097,0.17742,0.60081,0,0,0,0,0.04032,0,0,0,0,0,0,0.0121,0.0121,0,43258,0.999986402,248,43000,0.6950683
1414,Goyet,Goyet level 3 fauna Q55,third ossiferous level,Belgium,cave,5.012625,50.444642,MP/ Mousterian - Eurasia,23450,27760,14C (radiocarbon) dating,2,354,0,NA,0,0,0,0,0.00282,0,0.00847,0,0,0.25141,0.00847,0.00565,0,0,0,0.67797,0,0,0,0,0,27754,1,354,28000,0.604428649
1416,Goyet,Goyet level 3 fauna Q376,third ossiferous level,Belgium,cave,5.012625,50.444642,MP/ Mousterian - Eurasia,23450,27760,14C (radiocarbon) dating,2,409,0,NA,0,0,0,0.00489,0.00244,0,0.00733,0,0,0.26406,0.00244,0,0,0,0,0.64059,0,0,0.02689,0.02445,0,27754,1,409,28000,0.604428649
1462,Grotta Maggiore di San Bernardino,Grotta Maggiore di San Bernardino Layer III-II fauna,Unit II,Italy,cave,11.553914,45.423019,,11780,57000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating, geology (based on position of layers)",NA,263,18,4,0.02857,0.00408,0,0.00816,0.21633,0.42857,0.1102,0,0,0,0,0.00408,0,0,0,0,0,0,0.07347,0.07347,0,35982,0.99987629,245,36000,0.56241399
1474,Grotta Reali,Grotta Reali US 5 Fauna,DU 6 SU5,Italy,cave,14.0397,41.6321,MP/ Mousterian - Eurasia,48360,50940,14C (radiocarbon) dating,NA,131,83,NA,0,0,0,0,0.02083,0,0.29167,0,0.02083,0,0,0,0,0,0,0,0,0,0.08333,0.0625,0,41412,1,48,41000,0.39059484
1475,Grotta Reali,Grotta Reali US 2abc Fauna,DU 2 SU2abc,Italy,cave,14.0397,41.6321,MP/ Mousterian - Eurasia,40370,42170,14C (radiocarbon) dating,NA,410,251,NA,0,0,0.03145,0.03145,0.01258,0.09434,0.13836,0,0,0.01258,0,0,0,0,0,0,0,0,0.09434,0.06289,0,42333,1,159,42000,0.392292202
1477,Grotta dei Santi,Grotta dei Santi Layer 20.2-1004 Fauna,Layer 20.2-1004,Italy,cave,11.18,42.36,MP/ Mousterian - Eurasia,45000,50000,"14C (radiocarbon) dating, OSL (optically stimulated thermoluminescence) dating, geology (based on position of layers)",3,8,0,NA,0,0,0.125,0,0.25,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44269,0.99999177,8,44000,NA
1480,Grotta dei Santi,Grotta dei Santi Layer 20.3.2-110 Fauna,Layer 20.3.2-110,Italy,cave,11.18,42.36,MP/ Mousterian - Eurasia,40000,45000,"14C (radiocarbon) dating, OSL (optically stimulated thermoluminescence) dating, geology (based on position of layers)",3,101,0,NA,0,0,0.06931,0,0,0.10891,0.58416,0,0.0297,0.0198,0,0,0,0,0,0,0,0,0,0,0.12871,22840,0.999999961,101,23000,0.465752333
1487,Grotta del Cavallo,Grotta del Cavallo Layer F I Fauna,Layer F,Italy,cave,17.960528,40.155278,MP/ Late Mousterian - Eurasia,46500,47900,"14C (radiocarbon) dating, geology (based on position of layers)",NA,76,0,NA,0,0,0.32895,0,0,0,0.28947,0,0.03947,0.18421,0,0,0,0,0,0,0,0,0,0,0,42751,1,76,43000,0.16505982
1488,Grotta del Cavallo,Grotta del Cavallo Layer F II Fauna,Layer F,Italy,cave,17.960528,40.155278,MP/ Late Mousterian - Eurasia,46500,47900,"14C (radiocarbon) dating, geology (based on position of layers)",NA,113,0,NA,0,0,0.40708,0,0,0.00885,0.23009,0,0.06195,0.18584,0,0,0,0,0,0,0,0,0.00885,0,0,42751,1,113,43000,0.16505982
1505,Grotta di Santo Agostino,Grotta di Santo Agostino Unit A Fauna,Unit A,Italy,cave,13.494,41.234,MP/ Middle Paleolithic - Eurasia,0,39000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating, geology (based on position of layers)",NA,549,42,NA,0,0,0.05917,0.00394,0.07692,0.15779,0.26233,0,0.20513,0.02367,0,0,0,0,0,0,0,0,0.08087,0.00394,0,32000,0.956768423,507,32000,0.308526784
1506,Grotta di Santo Agostino,Grotta di Santo Agostino Unit A1 Fauna,Unit A1,Italy,cave,13.494,41.234,MP/ Middle Paleolithic - Eurasia,34000,52000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating, geology (based on position of layers)",NA,908,112,NA,0,0,0.07789,0.01508,0.07663,0.13945,0.28392,0,0.15955,0.03392,0,0,0,0,0,0,0,0,0.0804,0.00251,0,177000,0.497349962,796,177000,NA
1507,Grotta di Santo Agostino,Grotta di Santo Agostino Unit A2 Fauna,Unit A2,Italy,cave,13.494,41.234,MP/ Middle Paleolithic - Eurasia,43000,60000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating, geology (based on position of layers)",NA,455,78,NA,0,0,0.04244,0.01326,0.05836,0.13263,0.30504,0,0.09814,0.02122,0,0,0,0,0,0,0,0,0.06631,0.00796,0,53000,0.999998788,377,53000,0.14220801
1508,Grotta di Santo Agostino,Grotta di Santo Agostino Unit A3 Fauna,Unit A3,Italy,cave,13.494,41.234,MP/ Middle Paleolithic - Eurasia,43000,65000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating, geology (based on position of layers)",NA,249,47,NA,0,0,0.0396,0.03465,0.07921,0.10396,0.23267,0,0.11881,0.0099,0,0,0,0,0,0,0,0,0.05941,0.01485,0,54000,0.999002429,202,54000,0.14605698
1510,Grotta di Santo Agostino,Grotta di Santo Agostino Unit Ax Fauna,Unit A,Italy,cave,13.494,41.234,MP/ Middle Paleolithic - Eurasia,0,39000,"ESR (electron spin resonance) dating, U series (uranium-thorium) dating, geology (based on position of layers)",NA,642,28,NA,0,0,0.00326,0.10261,0.32573,0.27362,0.02769,0,0.01466,0.00489,0,0,0,0,0,0,0,0,0.02117,0.01954,0,32000,0.956768423,614,32000,0.308526784
1518,Grotte XVI,Grotte XVI Layer As,Unit IV,France,cave,1.159131,44.809444,"UP/ Solutrean, MP/ Mousterian of Acheulean Tradition, MP/ Mousterian of Acheulean Tradition, MP/ Chatelperronian, UP/ Gravettian, UP/ Aurignacian, UP/ Aurignacian",19740,67100,"archaeological (cultural) stratigraphy, 14C (radiocarbon) dating, TL (thermoluminescence) dating",45749,503,0,NA,0,0.00795,0,0,0.04573,0.02783,0.04374,0,0,0.04573,0,0,0,0,0,0.81312,0.00596,0,0.00994,0,0,24296,1,503,24000,0.72771579
1519,Grotte XVI,Grotte XVI Layer Abc,Unit IV,France,cave,1.159131,44.809444,"UP/ Solutrean, MP/ Mousterian of Acheulean Tradition, MP/ Mousterian of Acheulean Tradition, MP/ Chatelperronian, UP/ Gravettian, UP/ Aurignacian, UP/ Aurignacian",19740,67100,"archaeological (cultural) stratigraphy, 14C (radiocarbon) dating, TL (thermoluminescence) dating",45749,1420,0,NA,0,0.01831,0,0,0.02887,0.06972,0.12183,0,0,0.04085,0,0,0,0,0,0.71197,0,0,0.00845,0,0,24296,1,1420,24000,0.72771579
1520,Grotte XVI,Grotte XVI Layer Abb,Unit IV,France,cave,1.159131,44.809444,"UP/ Solutrean, MP/ Mousterian of Acheulean Tradition, MP/ Mousterian of Acheulean Tradition, MP/ Chatelperronian, UP/ Gravettian, UP/ Aurignacian, UP/ Aurignacian",19740,67100,"archaeological (cultural) stratigraphy, 14C (radiocarbon) dating, TL (thermoluminescence) dating",45749,1528,0,NA,0,0.02487,0,0,0.04319,0.09228,0.17016,0,0,0.07461,0,0.00065,0,0,0,0.5805,0,0,0.01374,0,0,24296,1,1528,24000,0.72771579
1522,Grotte XVI,Grotte XVI Layer B,Unit IV,France,cave,1.159131,44.809444,"UP/ Solutrean, MP/ Mousterian of Acheulean Tradition, MP/ Mousterian of Acheulean Tradition, MP/ Chatelperronian, UP/ Gravettian, UP/ Aurignacian, UP/ Aurignacian",19740,67100,"archaeological (cultural) stratigraphy, 14C (radiocarbon) dating, TL (thermoluminescence) dating",45749,589,0,NA,0,0.04414,0,0,0.08149,0.17487,0.20713,0,0,0.04414,0,0,0,0,0,0.42105,0,0,0.02377,0,0,24296,1,589,24000,0.72771579
1523,Grotte XVI,Grotte XVI Layer C,Unit IV,France,cave,1.159131,44.809444,"UP/ Solutrean, MP/ Mousterian of Acheulean Tradition, MP/ Mousterian of Acheulean Tradition, MP/ Chatelperronian, UP/ Gravettian, UP/ Aurignacian, UP/ Aurignacian",19740,67100,"archaeological (cultural) stratigraphy, 14C (radiocarbon) dating, TL (thermoluminescence) dating",45749,540,0,NA,0,0.08148,0,0,0.08519,0.14259,0.33889,0,0,0.06852,0,0,0,0,0,0.26296,0,0,0.02037,0,0,24296,1,540,24000,0.72771579
1527,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer f,Unit f,France,cave,4.543658,44.324371,MP/ Mousterian - Eurasia,37250,43000,14C (radiocarbon) dating,3,41,0,NA,0,0,0,0,0,0.07317,0.80488,0,0,0.07317,0,0,0,0,0,0,0,0,0,0,0,42228,1,41,42000,0.555073261
1547,Grotte du Lazaret,Grotte du Lazaret C-III UA 1-4 fauna,Unit C-III,France,cave,7.294928,43.690508,LP/ Acheulean - Europe,130000,150000,"geology (based on position of layers), ESR (electron spin resonance) dating, U series (uranium-thorium) dating",6,2127,0,NA,0,0.00047,0,0.07757,0.17301,0.00282,0.65115,0,0,0.0094,0,0.00094,0,0,0,0.00423,0,0.00376,0.00188,0.00188,0.01316,117969,0.999999999,2127,118000,NA
1548,Grotte du Lazaret,Grotte du Lazaret C-III UA 5-7 fauna,Unit C-III,France,cave,7.294928,43.690508,LP/ Acheulean - Europe,130000,150000,"geology (based on position of layers), ESR (electron spin resonance) dating, U series (uranium-thorium) dating",6,1607,0,NA,0,0,0.00062,0.07654,0.16988,0.00311,0.67268,0,0,0.0112,0,0.00062,0,0,0,0.00062,0,0.00062,0.00187,0.00187,0.01058,117313,0.999995476,1607,117000,NA
1549,Grotte du Lazaret,Grotte du Lazaret C-III UA 8-9 fauna,Unit C-III,France,cave,7.294928,43.690508,LP/ Acheulean - Europe,130000,150000,"geology (based on position of layers), ESR (electron spin resonance) dating, U series (uranium-thorium) dating",6,1740,0,NA,0,0.00057,0.00057,0.0592,0.17184,0.00345,0.67989,0,0,0.00632,0,0.00115,0,0,0,0.0023,0,0.00115,0.00287,0.00287,0.00977,121890,0.999901851,1740,122000,NA
1550,Grotte du Lazaret,Grotte du Lazaret C-III UA 10-12 fauna,Unit C-III,France,cave,7.294928,43.690508,LP/ Acheulean - Europe,130000,150000,"geology (based on position of layers), ESR (electron spin resonance) dating, U series (uranium-thorium) dating",6,1696,0,NA,0,0.00059,0,0.05896,0.13856,0.00354,0.72406,0.00059,0,0.01061,0,0.00118,0,0,0,0.00059,0,0.00177,0.00413,0.00413,0.0112,118745,0.999999999,1696,119000,NA
1560,Grub-Kranawetberg,"Grub-Kranawetberg, AH 4, bone accumulation, fauna",Layer 9,Austria,open air,16.833889,48.418889,UP/ Gravettian,24390,25390,14C (radiocarbon) dating,2,435,0,NA,0,0,0,0.0046,0,0,0,0.01839,0,0.02299,0.93563,0.01149,0,0,0,0.0023,0,0,0.0023,0.0023,0,29114,1,435,29000,0.504540384
1594,Guattari,Guattari Layer 0 Fauna,Layer 0,Italy,cave,13.096311,41.232358,,11000,55000,"ESR (electron spin resonance) dating, geology (based on position of layers)",NA,957,0,NA,0,0,0.21108,0.00313,0,0.05016,0.42424,0,0.09404,0.06792,0,0.00104,0,0,0,0,0,0,0.04493,0.01045,0.00418,62000,1,957,62000,0.210709363
1595,Guattari,Guattari Layer 1 Fauna,Layer 1,Italy,cave,13.096311,41.232358,MP/ Middle Paleolithic - Eurasia,55000,80000,"ESR (electron spin resonance) dating, geology (based on position of layers)",NA,695,0,NA,0,0,0.22446,0.00144,0,0.00719,0.50216,0,0.02446,0.08633,0,0,0,0,0,0,0,0,0.04173,0.00144,0.00144,54051,0.999999692,695,54000,0.145755082
1598,Guattari,Guattari Layer 4 Fauna,Layer 4,Italy,cave,13.096311,41.232358,MP/ Middle Paleolithic - Eurasia,55000,80000,"ESR (electron spin resonance) dating, geology (based on position of layers)",NA,53,0,NA,0,0,0.30189,0,0,0,0.30189,0,0.22642,0.09434,0,0,0,0,0,0,0,0,0.01887,0,0,38646,0.987307403,53,39000,0.22232832
1599,Guattari,Guattari Layer 5 Fauna,Layer 5,Italy,cave,13.096311,41.232358,MP/ Middle Paleolithic - Eurasia,55000,80000,"ESR (electron spin resonance) dating, geology (based on position of layers)",NA,49,0,NA,0,0,0.7551,0,0,0.04082,0.20408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71099,0.999996908,49,71000,NA
1990,Isturitz,Isturitz Fauna C 4b1 Unit III,Salle de St.-Martin Unit III,France,cave,-1.206111,43.352778,"UP/ Aurignacian, UP/ Proto-Aurignacian, UP/ Proto-Aurignacian",34070,37900,14C (radiocarbon) dating,NA,631,0,NA,0,0,0,0,0,0,0.00475,0,0,0.55151,0,0,0,0,0,0.22187,0,0,0,0,0,41780,1,631,42000,0.715404689
1991,Isturitz,Isturitz Fauna C 4b2 Unit III,Salle de St.-Martin Unit III,France,cave,-1.206111,43.352778,"UP/ Aurignacian, UP/ Proto-Aurignacian, UP/ Proto-Aurignacian",34070,37900,14C (radiocarbon) dating,NA,174,0,NA,0,0,0,0.00575,0,0,0,0,0,0.54023,0.00575,0.00575,0,0,0,0.21264,0,0,0,0,0,41780,1,174,42000,0.715404689
1992,Isturitz,Isturitz Fauna C 4Ia Unit III,Salle de St.-Martin Unit III,France,cave,-1.206111,43.352778,"UP/ Aurignacian, UP/ Proto-Aurignacian, UP/ Proto-Aurignacian",34070,37900,14C (radiocarbon) dating,NA,61,0,NA,0,0,0,0,0,0,0,0,0,0.27869,0.01639,0,0,0,0,0.37705,0,0,0,0,0,41780,1,61,42000,0.715404689
1993,Isturitz,Isturitz Fauna C 4II Unit III,Salle de St.-Martin Unit III,France,cave,-1.206111,43.352778,"UP/ Aurignacian, UP/ Proto-Aurignacian, UP/ Proto-Aurignacian",34070,37900,14C (radiocarbon) dating,NA,46,0,NA,0,0,0,0,0,0,0.04348,0,0,0.3913,0,0,0,0,0,0.08696,0,0,0,0,0,41780,1,46,42000,0.715404689
2103,Kebara Cave,"Kebara, Layer D, Fauna",D_Aa_I+II,Israel,cave,34.936917,32.558383,UP/ Aurignacian,35000,40000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, micromorphology, phytoliths",NA,234,0,NA,0,0,0.10256,0.00855,0,0.01282,0.02991,0,0.5641,0.01282,0,0,0,0,0,0,0,0,0.00427,0.00427,0,27239,1,234,27000,NA
2104,Kebara Cave,"Kebara, Layer E, Fauna",E_Ab_III,Israel,cave,34.936917,32.558383,UP/ Ahmarian,40100,43400,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, micromorphology, phytoliths",NA,192,0,NA,0,0,0.09896,0.00521,0,0.02604,0.04167,0,0.42188,0.04167,0,0,0,0,0,0,0,0,0.00521,0,0,45200,1,192,45000,NA
